"replication","tau","estimator","h","n_gridpoints","n_success","n_failure","n_accepted","any_accepted","all_accepted","left_boundary_accepted","right_boundary_accepted","n_accepted_components_grid","minimum_accepted_alpha","maximum_accepted_alpha","alpha_hat_grid","min_W","accepted_measure_h","accepted_measure_status"
7,0.9,"Full-GMM",0.05,81,81,0,79,TRUE,FALSE,TRUE,TRUE,3,-1,3,2.9,0.00868842178566582,3.9,"none"
7,0.9,"Full-GMM",0.025,161,161,0,152,TRUE,FALSE,TRUE,TRUE,9,-1,3,2.9,0.00868842178566582,3.775,"none"
7,0.9,"Oracle-GMM",0.1,41,41,0,34,TRUE,FALSE,TRUE,TRUE,6,-1,3,2.7,0.447207364018813,3.3,"none"
7,0.9,"Oracle-GMM",0.05,81,81,0,62,TRUE,FALSE,TRUE,TRUE,12,-1,3,2.7,0.447207364018813,3.05,"none"
7,0.9,"Oracle-GMM",0.025,161,161,0,122,TRUE,FALSE,TRUE,TRUE,20,-1,3,2.7,0.447207364018813,3.025,"none"
8,0.1,"DML-IVQR",0.1,41,41,0,39,TRUE,FALSE,TRUE,TRUE,2,-1,3,1,0.00759544533689045,3.8,"none"
8,0.1,"DML-IVQR",0.05,81,81,0,75,TRUE,FALSE,TRUE,TRUE,4,-1,3,1,0.00759544533689045,3.7,"none"
8,0.1,"DML-IVQR",0.025,161,161,0,149,TRUE,FALSE,TRUE,TRUE,8,-1,3,1,0.00759544533689045,3.7,"none"
8,0.1,"Full-GMM",0.1,41,41,0,41,TRUE,TRUE,TRUE,TRUE,1,-1,3,2.2,0.0375012777093407,4,"none"
8,0.1,"Full-GMM",0.05,81,81,0,79,TRUE,FALSE,TRUE,TRUE,3,-1,3,2.2,0.0375012777093407,3.9,"none"
8,0.1,"Full-GMM",0.025,161,161,0,156,TRUE,FALSE,TRUE,TRUE,6,-1,3,2.2,0.0375012777093407,3.875,"none"
8,0.1,"Oracle-GMM",0.1,41,41,0,41,TRUE,TRUE,TRUE,TRUE,1,-1,3,0,0.0388322327775332,4,"none"
8,0.1,"Oracle-GMM",0.05,81,81,0,80,TRUE,FALSE,TRUE,TRUE,2,-1,3,0,0.0388322327775332,3.95,"none"
8,0.1,"Oracle-GMM",0.025,161,161,0,159,TRUE,FALSE,TRUE,TRUE,3,-1,3,0.075,0.00455806537681737,3.95,"none"
8,0.5,"DML-IVQR",0.1,41,41,0,41,TRUE,TRUE,TRUE,TRUE,1,-1,3,0,0.35319897599791,4,"none"
8,0.5,"DML-IVQR",0.05,81,81,0,80,TRUE,FALSE,TRUE,TRUE,2,-1,3,0,0.35319897599791,3.95,"none"
8,0.5,"DML-IVQR",0.025,161,161,0,160,TRUE,FALSE,TRUE,TRUE,2,-1,3,0,0.35319897599791,3.975,"none"
8,0.5,"Full-GMM",0.1,41,41,0,41,TRUE,TRUE,TRUE,TRUE,1,-1,3,1.6,0.0651381634081026,4,"none"
8,0.5,"Full-GMM",0.05,81,81,0,80,TRUE,FALSE,TRUE,TRUE,2,-1,3,1.6,0.0651381634081026,3.95,"none"
8,0.5,"Full-GMM",0.025,161,161,0,158,TRUE,FALSE,TRUE,TRUE,3,-1,3,1.6,0.0651381634081026,3.925,"none"
8,0.5,"Oracle-GMM",0.1,41,41,0,41,TRUE,TRUE,TRUE,TRUE,1,-1,3,0.2,0.00608077350850186,4,"none"
8,0.5,"Oracle-GMM",0.05,81,81,0,81,TRUE,TRUE,TRUE,TRUE,1,-1,3,0.35,0.00344204837078601,4,"none"
8,0.5,"Oracle-GMM",0.025,161,161,0,161,TRUE,TRUE,TRUE,TRUE,1,-1,3,0.0250000000000001,0.00339073419538875,4,"none"
8,0.9,"DML-IVQR",0.1,41,41,0,41,TRUE,TRUE,TRUE,TRUE,1,-1,3,1.4,0.1075485336873,4,"none"
8,0.9,"DML-IVQR",0.05,81,81,0,81,TRUE,TRUE,TRUE,TRUE,1,-1,3,1.4,0.1075485336873,4,"none"
8,0.9,"DML-IVQR",0.025,161,161,0,161,TRUE,TRUE,TRUE,TRUE,1,-1,3,1.775,0.0290370785158831,4,"none"
8,0.9,"Full-GMM",0.1,41,41,0,41,TRUE,TRUE,TRUE,TRUE,1,-1,3,2.7,0.0417917983343116,4,"none"
8,0.9,"Full-GMM",0.05,81,81,0,80,TRUE,FALSE,TRUE,TRUE,2,-1,3,1.05,0.0253159379433863,3.95,"none"
8,0.9,"Full-GMM",0.025,161,161,0,159,TRUE,FALSE,TRUE,TRUE,3,-1,3,0.675,0.0130519152952576,3.95,"none"
8,0.9,"Oracle-GMM",0.1,41,41,0,41,TRUE,TRUE,TRUE,TRUE,1,-1,3,1.5,0.238171661701161,4,"none"
8,0.9,"Oracle-GMM",0.05,81,81,0,80,TRUE,FALSE,TRUE,TRUE,2,-1,3,2.75,0.0311390731463898,3.95,"none"
8,0.9,"Oracle-GMM",0.025,161,161,0,160,TRUE,FALSE,TRUE,TRUE,2,-1,3,2.75,0.0311390731463898,3.975,"none"
9,0.1,"DML-IVQR",0.1,41,41,0,40,TRUE,FALSE,TRUE,TRUE,2,-1,3,0.7,0.760568715395863,3.9,"none"
9,0.1,"DML-IVQR",0.05,81,81,0,79,TRUE,FALSE,TRUE,TRUE,2,-1,3,0.7,0.760568715395863,3.9,"none"
9,0.1,"DML-IVQR",0.025,161,161,0,158,TRUE,FALSE,TRUE,TRUE,4,-1,3,0.575,0.540061438177906,3.925,"none"
9,0.1,"Full-GMM",0.1,41,41,0,41,TRUE,TRUE,TRUE,TRUE,1,-1,3,2.1,0.0764416220693736,4,"none"
9,0.1,"Full-GMM",0.05,81,81,0,81,TRUE,TRUE,TRUE,TRUE,1,-1,3,0.95,0.00938816920113781,4,"none"
9,0.1,"Full-GMM",0.025,161,161,0,158,TRUE,FALSE,TRUE,TRUE,4,-1,3,0.95,0.00938816920113781,3.925,"none"
9,0.1,"Oracle-GMM",0.1,41,41,0,38,TRUE,FALSE,FALSE,TRUE,2,-0.8,3,1.9,0.48792347830091,3.75,"none"
9,0.1,"Oracle-GMM",0.05,81,81,0,76,TRUE,FALSE,FALSE,TRUE,3,-0.85,3,1.9,0.48792347830091,3.775,"none"
9,0.1,"Oracle-GMM",0.025,161,161,0,151,TRUE,FALSE,FALSE,TRUE,4,-0.85,3,-0.675,0.353189123173381,3.7625,"none"
9,0.5,"DML-IVQR",0.1,41,41,0,41,TRUE,TRUE,TRUE,TRUE,1,-1,3,-0.6,0.0383169171741419,4,"none"
9,0.5,"DML-IVQR",0.05,81,81,0,81,TRUE,TRUE,TRUE,TRUE,1,-1,3,1.25,0.0303165209097211,4,"none"
9,0.5,"DML-IVQR",0.025,161,161,0,161,TRUE,TRUE,TRUE,TRUE,1,-1,3,1.25,0.0303165209097211,4,"none"
9,0.5,"Full-GMM",0.1,41,41,0,41,TRUE,TRUE,TRUE,TRUE,1,-1,3,-0.3,0.00925271939940134,4,"none"
9,0.5,"Full-GMM",0.05,81,81,0,81,TRUE,TRUE,TRUE,TRUE,1,-1,3,-0.3,0.00925271939940134,4,"none"
9,0.5,"Full-GMM",0.025,161,161,0,161,TRUE,TRUE,TRUE,TRUE,1,-1,3,2.425,0.00884453863442288,4,"none"
9,0.5,"Oracle-GMM",0.1,41,41,0,41,TRUE,TRUE,TRUE,TRUE,1,-1,3,1.2,0.0295895387776791,4,"none"
9,0.5,"Oracle-GMM",0.05,81,81,0,81,TRUE,TRUE,TRUE,TRUE,1,-1,3,0.85,0.00047010833455,4,"none"
9,0.5,"Oracle-GMM",0.025,161,161,0,161,TRUE,TRUE,TRUE,TRUE,1,-1,3,0.85,0.00047010833455,4,"none"
9,0.9,"DML-IVQR",0.1,41,41,0,41,TRUE,TRUE,TRUE,TRUE,1,-1,3,2.2,0.18716285032403,4,"none"
9,0.9,"DML-IVQR",0.05,81,81,0,81,TRUE,TRUE,TRUE,TRUE,1,-1,3,2.15,0.0781176820546972,4,"none"
9,0.9,"DML-IVQR",0.025,161,161,0,161,TRUE,TRUE,TRUE,TRUE,1,-1,3,2.225,0.0483577239125412,4,"none"
9,0.9,"Full-GMM",0.1,41,41,0,40,TRUE,FALSE,TRUE,TRUE,2,-1,3,2.4,0.0293227186895012,3.9,"none"
9,0.9,"Full-GMM",0.05,81,81,0,80,TRUE,FALSE,TRUE,TRUE,2,-1,3,0.05,0.0277773039836523,3.95,"none"
9,0.9,"Full-GMM",0.025,161,161,0,157,TRUE,FALSE,TRUE,TRUE,5,-1,3,0.05,0.0277773039836523,3.9,"none"
9,0.9,"Oracle-GMM",0.1,41,41,0,41,TRUE,TRUE,TRUE,TRUE,1,-1,3,0.6,0.187278933770704,4,"none"
9,0.9,"Oracle-GMM",0.05,81,81,0,81,TRUE,TRUE,TRUE,TRUE,1,-1,3,-0.85,0.146273444560087,4,"none"
9,0.9,"Oracle-GMM",0.025,161,161,0,161,TRUE,TRUE,TRUE,TRUE,1,-1,3,0.725,0.0528546080546852,4,"none"
10,0.1,"DML-IVQR",0.1,41,41,0,35,TRUE,FALSE,FALSE,TRUE,4,-0.9,3,0.6,0.326092015897633,3.45,"none"
10,0.1,"DML-IVQR",0.05,81,81,0,70,TRUE,FALSE,FALSE,TRUE,5,-0.9,3,0.6,0.326092015897633,3.475,"none"
10,0.1,"DML-IVQR",0.025,161,161,0,142,TRUE,FALSE,FALSE,TRUE,7,-0.925,3,0.6,0.326092015897633,3.5375,"none"
10,0.1,"Full-GMM",0.1,41,41,0,40,TRUE,FALSE,TRUE,TRUE,2,-1,3,2.6,0.00292954418084289,3.9,"none"
10,0.1,"Full-GMM",0.05,81,81,0,80,TRUE,FALSE,TRUE,TRUE,2,-1,3,2.6,0.00292954418084289,3.95,"none"
10,0.1,"Full-GMM",0.025,161,161,0,159,TRUE,FALSE,TRUE,TRUE,3,-1,3,2.6,0.00292954418084289,3.95,"none"
10,0.1,"Oracle-GMM",0.1,41,41,0,40,TRUE,FALSE,TRUE,TRUE,2,-1,3,2.5,0.00108228074603489,3.9,"none"
10,0.1,"Oracle-GMM",0.05,81,81,0,79,TRUE,FALSE,TRUE,TRUE,2,-1,3,2.5,0.00108228074603489,3.9,"none"
10,0.1,"Oracle-GMM",0.025,161,161,0,159,TRUE,FALSE,TRUE,TRUE,3,-1,3,2.5,0.00108228074603489,3.95,"none"
10,0.5,"DML-IVQR",0.1,41,41,0,41,TRUE,TRUE,TRUE,TRUE,1,-1,3,2.1,0.0262574719541508,4,"none"
10,0.5,"DML-IVQR",0.05,81,81,0,81,TRUE,TRUE,TRUE,TRUE,1,-1,3,2.1,0.0262574719541508,4,"none"
10,0.5,"DML-IVQR",0.025,161,161,0,161,TRUE,TRUE,TRUE,TRUE,1,-1,3,2.075,0.01308549392312,4,"none"
10,0.5,"Full-GMM",0.1,41,41,0,41,TRUE,TRUE,TRUE,TRUE,1,-1,3,2,0.0493953639739111,4,"none"
10,0.5,"Full-GMM",0.05,81,81,0,81,TRUE,TRUE,TRUE,TRUE,1,-1,3,1.95,0.00221290206375612,4,"none"
10,0.5,"Full-GMM",0.025,161,161,0,161,TRUE,TRUE,TRUE,TRUE,1,-1,3,1.95,0.00221290206375612,4,"none"
10,0.5,"Oracle-GMM",0.1,41,41,0,41,TRUE,TRUE,TRUE,TRUE,1,-1,3,1.4,0.0215706241483901,4,"none"
10,0.5,"Oracle-GMM",0.05,81,81,0,81,TRUE,TRUE,TRUE,TRUE,1,-1,3,2.05,0.0143137935190477,4,"none"
10,0.5,"Oracle-GMM",0.025,161,161,0,161,TRUE,TRUE,TRUE,TRUE,1,-1,3,2.05,0.0143137935190477,4,"none"
10,0.9,"DML-IVQR",0.1,41,41,0,41,TRUE,TRUE,TRUE,TRUE,1,-1,3,-0.2,0.153881734223015,4,"none"
10,0.9,"DML-IVQR",0.05,81,81,0,81,TRUE,TRUE,TRUE,TRUE,1,-1,3,-0.0499999999999999,0.136653271488128,4,"none"
10,0.9,"DML-IVQR",0.025,161,161,0,161,TRUE,TRUE,TRUE,TRUE,1,-1,3,2.325,0.0268842962122556,4,"none"
10,0.9,"Full-GMM",0.1,41,41,0,41,TRUE,TRUE,TRUE,TRUE,1,-1,3,2.5,0.0728289533476781,4,"none"
10,0.9,"Full-GMM",0.05,81,81,0,78,TRUE,FALSE,TRUE,TRUE,4,-1,3,2.5,0.0728289533476781,3.85,"none"
10,0.9,"Full-GMM",0.025,161,161,0,155,TRUE,FALSE,TRUE,TRUE,7,-1,3,1.225,0.0104994523650378,3.85,"none"
10,0.9,"Oracle-GMM",0.1,41,41,0,41,TRUE,TRUE,TRUE,TRUE,1,-1,3,2.7,0.0866332114679441,4,"none"
10,0.9,"Oracle-GMM",0.05,81,81,0,81,TRUE,TRUE,TRUE,TRUE,1,-1,3,2.85,0.0645674854228594,4,"none"
10,0.9,"Oracle-GMM",0.025,161,161,0,161,TRUE,TRUE,TRUE,TRUE,1,-1,3,-0.275,0.0477478122441026,4,"none"
